batter_id,batter,pitches_in_zone,swings_in_zone,whiffs_in_zone,pitches_out_zone,swings_out_zone,whiffs_out_zone,pitches,swings,whiffs,swing_rate,whiff_rate,sw_str_rate,z_rate,z_swing_rate,z_whiff_rate,o_rate,o_swing_rate,o_whiff_rate
670860,Lazaro Armenteros,143,75,32,100,24,10,243,99,42,0.4074074074074074,0.42424242424242425,0.1728395061728395,0.588477366255144,0.5244755244755245,0.4266666666666667,0.411522633744856,0.24,0.4166666666666667
670868,Abrahan Gutierrez,139,83,9,186,47,15,325,130,24,0.4,0.18461538461538463,0.07384615384615385,0.4276923076923077,0.5971223021582733,0.10843373493975904,0.5723076923076923,0.25268817204301075,0.3191489361702128
670919,Luis Santana,111,71,14,140,41,16,251,112,30,0.44621513944223107,0.26785714285714285,0.11952191235059761,0.44223107569721115,0.6396396396396397,0.19718309859154928,0.5577689243027888,0.29285714285714287,0.3902439024390244
671117,Darren Baker,38,15,0,52,18,6,90,33,6,0.36666666666666664,0.18181818181818182,0.06666666666666667,0.4222222222222222,0.39473684210526316,0.0,0.5777777777777777,0.34615384615384615,0.3333333333333333
671265,Freudis Nova,276,170,31,356,133,43,632,303,74,0.47943037974683544,0.24422442244224424,0.11708860759493671,0.43670886075949367,0.6159420289855072,0.18235294117647058,0.5632911392405063,0.37359550561797755,0.3233082706766917
671276,Yasel Antuna,142,83,31,152,52,17,294,135,48,0.45918367346938777,0.35555555555555557,0.16326530612244897,0.48299319727891155,0.5845070422535211,0.37349397590361444,0.5170068027210885,0.34210526315789475,0.3269230769230769
671284,Tim Elko,178,109,27,342,140,46,520,249,73,0.47884615384615387,0.2931726907630522,0.14038461538461539,0.3423076923076923,0.6123595505617978,0.24770642201834864,0.6576923076923077,0.4093567251461988,0.32857142857142857
671495,Channy Ortiz,478,345,51,608,164,42,1086,509,93,0.4686924493554328,0.18271119842829076,0.0856353591160221,0.44014732965009207,0.7217573221757322,0.14782608695652175,0.5598526703499079,0.26973684210526316,0.25609756097560976
671748,Casey Yamauchi,8,7,0,19,5,2,27,12,2,0.4444444444444444,0.16666666666666666,0.07407407407407407,0.2962962962962963,0.875,0.0,0.7037037037037037,0.2631578947368421,0.4
671925,Matt Coutney,402,275,73,351,109,51,753,384,124,0.5099601593625498,0.3229166666666667,0.1646746347941567,0.5338645418326693,0.6840796019900498,0.26545454545454544,0.46613545816733065,0.31054131054131057,0.46788990825688076
672013,T.J. Schofield-Sam,346,226,50,229,77,30,575,303,80,0.5269565217391304,0.264026402640264,0.1391304347826087,0.6017391304347826,0.653179190751445,0.22123893805309736,0.3982608695652174,0.33624454148471616,0.38961038961038963
672018,Dasan Brown,736,462,96,1015,300,109,1751,762,205,0.4351798972015991,0.2690288713910761,0.11707595659623073,0.42033123929183325,0.6277173913043478,0.2077922077922078,0.5796687607081668,0.2955665024630542,0.36333333333333334
672357,Jordy Barley,316,217,76,461,157,65,777,374,141,0.48133848133848134,0.3770053475935829,0.18146718146718147,0.4066924066924067,0.6867088607594937,0.35023041474654376,0.5933075933075933,0.3405639913232104,0.4140127388535032
672373,Jeferson Morales,345,247,52,365,118,49,710,365,101,0.5140845070422535,0.27671232876712326,0.14225352112676057,0.4859154929577465,0.7159420289855073,0.21052631578947367,0.5140845070422535,0.3232876712328767,0.4152542372881356
672479,Aldenis Sanchez,430,292,72,592,207,79,1022,499,151,0.4882583170254403,0.3026052104208417,0.14774951076320939,0.4207436399217221,0.6790697674418604,0.2465753424657534,0.5792563600782779,0.34966216216216217,0.38164251207729466
672504,Luis Yanel Diaz,444,328,90,607,235,133,1051,563,223,0.5356803044719315,0.3960923623445826,0.21217887725975262,0.4224548049476689,0.7387387387387387,0.27439024390243905,0.5775451950523312,0.3871499176276771,0.5659574468085107
672537,Dalvy Rosario,378,262,70,447,177,69,825,439,139,0.5321212121212121,0.31662870159453305,0.1684848484848485,0.4581818181818182,0.6931216931216931,0.26717557251908397,0.5418181818181819,0.3959731543624161,0.3898305084745763
672562,Yenci Pena,33,25,5,89,45,20,122,70,25,0.5737704918032787,0.35714285714285715,0.20491803278688525,0.27049180327868855,0.7575757575757576,0.2,0.7295081967213115,0.5056179775280899,0.4444444444444444
672566,Jose Sanchez,181,94,18,340,135,40,521,229,58,0.43953934740882916,0.25327510917030566,0.11132437619961612,0.3474088291746641,0.5193370165745856,0.19148936170212766,0.6525911708253359,0.39705882352941174,0.2962962962962963
672569,Gustavo Campero,459,339,80,418,99,35,877,438,115,0.49942987457240595,0.2625570776255708,0.13112884834663627,0.5233751425313569,0.738562091503268,0.2359882005899705,0.4766248574686431,0.23684210526315788,0.35353535353535354
672600,Claudio Finol,4,4,0,4,0,0,8,4,0,0.5,0.0,0.0,0.5,1.0,0.0,0.5,0.0,
672613,Eliezer Alfonzo,779,529,53,632,178,37,1411,707,90,0.5010630758327428,0.1272984441301273,0.06378454996456413,0.5520907158043941,0.6790757381258024,0.1001890359168242,0.44790928419560594,0.28164556962025317,0.20786516853932585
672623,Esney Chacon,88,53,11,101,29,18,189,82,29,0.43386243386243384,0.35365853658536583,0.15343915343915343,0.4656084656084656,0.6022727272727273,0.20754716981132076,0.5343915343915344,0.2871287128712871,0.6206896551724138
672628,Alexander Campos,202,99,19,184,31,6,386,130,25,0.33678756476683935,0.19230769230769232,0.06476683937823834,0.5233160621761658,0.4900990099009901,0.1919191919191919,0.47668393782383417,0.16847826086956522,0.1935483870967742
672656,Abiezel Ramirez,22,17,5,35,10,4,57,27,9,0.47368421052631576,0.3333333333333333,0.15789473684210525,0.38596491228070173,0.7727272727272727,0.29411764705882354,0.6140350877192983,0.2857142857142857,0.4
672696,Francisco Acuna,163,104,19,336,124,25,499,228,44,0.45691382765531063,0.19298245614035087,0.08817635270541083,0.32665330661322645,0.6380368098159509,0.18269230769230768,0.6733466933867736,0.36904761904761907,0.20161290322580644
672744,Alexander Canario,87,63,15,95,22,15,182,85,30,0.46703296703296704,0.35294117647058826,0.16483516483516483,0.47802197802197804,0.7241379310344828,0.23809523809523808,0.521978021978022,0.23157894736842105,0.6818181818181818
672749,Angel Aponte,178,120,34,379,165,60,557,285,94,0.5116696588868941,0.3298245614035088,0.1687612208258528,0.31956912028725315,0.6741573033707865,0.2833333333333333,0.6804308797127468,0.43535620052770446,0.36363636363636365
672760,Nerio Rodriguez,31,24,8,52,8,4,83,32,12,0.3855421686746988,0.375,0.14457831325301204,0.37349397590361444,0.7741935483870968,0.3333333333333333,0.6265060240963856,0.15384615384615385,0.5
672775,Ghordy Santos,565,363,127,705,204,106,1270,567,233,0.4464566929133858,0.4109347442680776,0.18346456692913385,0.4448818897637795,0.6424778761061947,0.349862258953168,0.5551181102362205,0.28936170212765955,0.5196078431372549
672826,Kenneth Betancourt,263,178,33,196,66,25,459,244,58,0.5315904139433552,0.23770491803278687,0.12636165577342048,0.5729847494553377,0.6768060836501901,0.1853932584269663,0.42701525054466233,0.336734693877551,0.3787878787878788
672832,Israel Pineda,47,36,10,99,48,19,146,84,29,0.5753424657534246,0.34523809523809523,0.19863013698630136,0.3219178082191781,0.7659574468085106,0.2777777777777778,0.678082191780822,0.48484848484848486,0.3958333333333333
672850,Jorge Caballero,240,162,39,334,85,43,574,247,82,0.43031358885017423,0.3319838056680162,0.14285714285714285,0.4181184668989547,0.675,0.24074074074074073,0.5818815331010453,0.25449101796407186,0.5058823529411764
672861,Carlos Luis,631,463,76,702,254,84,1333,717,160,0.5378844711177795,0.22315202231520223,0.12003000750187547,0.47336834208552137,0.7337559429477021,0.16414686825053995,0.5266316579144786,0.36182336182336183,0.33070866141732286
672882,Ismael Alcantara,257,178,42,358,131,58,615,309,100,0.5024390243902439,0.32362459546925565,0.16260162601626016,0.41788617886178864,0.6926070038910506,0.23595505617977527,0.5821138211382114,0.3659217877094972,0.44274809160305345
672903,Wilmer Perez,38,28,7,64,26,7,102,54,14,0.5294117647058824,0.25925925925925924,0.13725490196078433,0.37254901960784315,0.7368421052631579,0.25,0.6274509803921569,0.40625,0.2692307692307692
673045,Josue Huma,92,40,9,65,12,2,157,52,11,0.33121019108280253,0.21153846153846154,0.07006369426751592,0.5859872611464968,0.43478260869565216,0.225,0.4140127388535032,0.18461538461538463,0.16666666666666666
673062,Jarryd Dale,67,50,16,84,33,12,151,83,28,0.5496688741721855,0.3373493975903614,0.18543046357615894,0.44370860927152317,0.746268656716418,0.32,0.5562913907284768,0.39285714285714285,0.36363636363636365
673064,Alex Hall,561,389,112,609,192,82,1170,581,194,0.4965811965811966,0.33390705679862304,0.1658119658119658,0.4794871794871795,0.6934046345811051,0.2879177377892031,0.5205128205128206,0.31527093596059114,0.4270833333333333
673145,Geraldi Diaz,102,55,19,176,74,30,278,129,49,0.46402877697841727,0.3798449612403101,0.17625899280575538,0.3669064748201439,0.5392156862745098,0.34545454545454546,0.6330935251798561,0.42045454545454547,0.40540540540540543
673817,Wiston Cerrato,4,4,1,8,5,4,12,9,5,0.75,0.5555555555555556,0.4166666666666667,0.3333333333333333,1.0,0.25,0.6666666666666666,0.625,0.8
673901,Vaun Brown,27,15,6,55,26,10,82,41,16,0.5,0.3902439024390244,0.1951219512195122,0.32926829268292684,0.5555555555555556,0.4,0.6707317073170732,0.4727272727272727,0.38461538461538464
674630,AJ Lewis,530,318,63,625,127,68,1155,445,131,0.3852813852813853,0.2943820224719101,0.11341991341991342,0.4588744588744589,0.6,0.19811320754716982,0.5411255411255411,0.2032,0.5354330708661418
674976,Griffin Lockwood-Powell,713,440,59,971,175,79,1684,615,138,0.3652019002375297,0.22439024390243903,0.08194774346793349,0.42339667458432306,0.6171107994389902,0.1340909090909091,0.5766033254156769,0.18022657054582905,0.4514285714285714
675430,CJ Rodriguez,575,369,72,471,109,38,1046,478,110,0.4569789674952199,0.2301255230125523,0.10516252390057361,0.5497131931166348,0.6417391304347826,0.1951219512195122,0.4502868068833652,0.23142250530785563,0.3486238532110092
675455,Milan Tolentino,461,274,50,698,249,87,1159,523,137,0.451251078515962,0.26195028680688337,0.1182053494391717,0.39775668679896464,0.5943600867678959,0.18248175182481752,0.6022433132010354,0.35673352435530087,0.3493975903614458
675625,Ivan Gonzalez,183,107,11,294,87,26,477,194,37,0.40670859538784065,0.19072164948453607,0.07756813417190776,0.3836477987421384,0.5846994535519126,0.102803738317757,0.6163522012578616,0.29591836734693877,0.2988505747126437
